go .	va !
you should not go there .	tu ne devrais pas t y rendre .
you ll come to like her .	tu apprendras a l aimer .
you ll want to see this .	tu voudras voir ca .
you re not good at this .	ca ne te reussit pas .
you re not good at this .	ca ne vous reussit pas .
you re not good at this .	tu n y es pas bon .
you re not good at this .	tu n y es pas bonne .
you re not good at this .	vous n y etes pas bon .
you re not good at this .	vous n y etes pas bons .
you re not good at this .	vous n y etes pas bonne .
you re not good at this .	vous n y etes pas bonnes .
all of you did good work .	vous avez tous fait du bon travail .
are you going to help me ?	est ce que tu vas m aider ?
are you going to stop me ?	vas tu m arreter ?
are you going to stop me ?	allez vous m arreter ?
are you ready to do that ?	es tu pret a faire ca ?
are you ready to do that ?	es tu prete a faire ca ?
are you ready to do that ?	etes vous pret a faire cela ?
are you ready to do that ?	etes vous prete a faire cela ?
are you ready to do that ?	etes vous prets a faire cela ?
are you ready to do that ?	etes vous pretes a faire cela ?
are you really not going ?	n y vas tu vraiment pas ?
are you really not going ?	n y allez vous vraiment pas ?
can this be all there is ?	ceci peut il etre tout ce qu il y a ?
can you tell me the time ?	pouvez vous me donner l heure ?
could you do that for me ?	pourriez vous faire cela pour moi ?
could you do that for me ?	pourrais tu faire ca pour moi ?
could you leave us alone ?	pourrais tu nous laisser seuls ?
could you leave us alone ?	pourrais tu nous laisser seules ?
could you leave us alone ?	pourriez vous nous laisser seuls ?
could you leave us alone ?	pourriez vous nous laisser seules ?
do i have to do this now ?	dois je le faire maintenant ?
do what you want with it .	fais en ce que tu veux .
do what you want with it .	faites en ce que vous voulez .
do you know how to do it ?	sais tu comment le faire ?
do you know what love is ?	sais tu ce qu est l amour ?
do you know what love is ?	savez vous ce qu est l amour ?
do you know what this is ?	savez vous ce que c est ?
do you know where she is ?	est ce que tu sais ou elle est ?
do you know where she is ?	sais tu ou elle est ?
do you really think that ?	le pensez vous vraiment ?
do you really think that ?	le penses tu vraiment ?
don t tell me to go home .	ne me dites pas d aller chez moi !
don t tell me to go home .	ne me dis pas d aller chez moi !
don t tell me to go home .	ne me dites pas de m en aller chez moi !
don t tell me to go home .	ne me dis pas de m en aller chez moi !
don t tell me what to do .	ne me dis pas quoi faire !
don t tell me what to do .	ne me dites pas quoi faire !
don t you know me at all ?	me connais tu le moins du monde ?
don t you know me at all ?	me connaissez vous le moins du monde ?
don t you want to go out ?	ne veux tu pas aller dehors ?
don t you want to go out ?	ne voulez vous pas aller dehors ?
he s not very good at it .	il n y est pas tres bon .
he s not very good at it .	il n y excelle pas .
how can you not like him ?	comment pouvez vous ne pas l aimer ?
how can you not like him ?	comment peux tu ne pas l apprecier ?
how can you not see that ?	comment peux tu ne pas voir cela ?
how can you not see that ?	comment pouvez vous ne pas voir cela ?
how could you think that ?	comment pourrais tu penser ca ?
how could you think that ?	comment pourriez vous penser cela ?
how did they get in here ?	comment sont ils entres ici ?
how did they get in here ?	comment sont elles entrees ici ?
how did you all get here ?	comment etes vous tous parvenus ici ?
how did you all get here ?	comment etes vous toutes parvenues ici ?
how do you know all that ?	comment sais tu tout cela ?
how do you know all that ?	comment savez vous tout cela ?
how s that going for you ?	comment cela se passe t il pour toi ?
how s that going for you ?	comment cela se passe t il pour vous ?
i can t do what you want .	je n arrive pas a faire ce que tu veux .
i can t do what you want .	je n arrive pas a faire ce que vous voulez .
i can t help you do that .	je ne peux pas t aider a faire ca .
i can t help you do that .	je ne peux pas vous aider a faire ca .
i didn t do that for tom .	je ne l ai pas fait pour tom .
i didn t feel like going .	je n avais pas le c ur a m y rendre .
i didn t feel like going .	je n avais pas le c ur a y aller .
i didn t see you come in .	je ne vous ai pas vu entrer .
i didn t see you come in .	je ne vous ai pas vue entrer .
i didn t see you come in .	je ne vous ai pas vus entrer .
i didn t see you come in .	je ne vous ai pas vues entrer .
i didn t see you come in .	je ne t ai pas vu entrer .
i didn t see you come in .	je ne t ai pas vue entrer .
i didn t want to give up .	je ne voulais pas abandonner .
i do know it isn t right .	je sais que ce n est pas bien .
i do want to go with you .	je veux en effet aller avec toi .
i do want to go with you .	je veux en effet aller avec vous .
i don t feel like it now .	je n en ai pas envie pour le moment .
i don t feel well at all .	je ne me sens pas bien du tout .
i don t know what i know .	j ignore ce que je sais .
i don t know what to say .	je ne sais quoi dire .
i don t know what to say .	je ne sais pas quoi dire .
i don t know what you do .	je ne sais pas ce que tu fais .
i don t know what you do .	je ne sais pas ce que vous faites .
i don t know where it is .	je ne sais pas ou c est .
i don t know where to go .	je ne sais pas ou aller .
i don t like that at all .	je n aime pas ca du tout .
i don t like to be alone .	je n aime pas etre seul .
i don t really need this .	je n ai pas vraiment besoin de ca .
i don t think he ll come .	je ne pense pas qu il viendra .
i don t want to eat here .	je ne veux pas manger ici .
i don t want to go alone .	je ne veux pas y aller seul .
i don t want to tell tom .	je ne veux pas le dire a tom .
i don t want to tell him .	je ne veux pas le lui dire .
i don t want to tell him .	je ne veux pas lui dire .
i have no one to help me .	je n ai personne pour m aider .
i have to go to work now .	il me faut me rendre au travail maintenant .
i have to go to work now .	il faut que je me rende au travail maintenant .
i have to go to work now .	je dois me rendre au travail maintenant .
i know i m alone on this .	je sais que je suis seul la dessus .
i know i m alone on this .	je sais que je suis seule la dessus .
i know i m alone on this .	je sais que je suis seul la dedans .
i know i m alone on this .	je sais que je suis seule la dedans .
i know tom did that well .	je sais que tom l a bien fait .
i know tom is still busy .	je sais que tom est toujours occupe .
i know tom is still busy .	je sais que tom est encore occupe .
i know tom won t give up .	je sais que tom n abandonnera pas .
i know that you are busy .	je sais que tu es occupe .
i know that you love tom .	je sais que tu aimes tom .
i know that you love tom .	je sais que vous aimez tom .
i know that you re happy .	je sais que tu es content .
i know that you re there .	je sais que tu es la .
i know what i want to do .	je sais ce que je veux faire .
i know what they re like .	je sais de quoi ils ont l air .
i know what they re like .	je sais de quoi elles ont l air .
i know you don t like me .	je sais que vous ne m aimez pas .
i know you don t like me .	je sais que tu ne m aimes pas .
i know you don t love me .	je sais que tu ne m aimes pas .
i never did get it right .	je n y ai jamais reussi .
i really don t feel good .	je ne me sens vraiment pas bien .
i really don t feel well .	je ne me sens vraiment pas bien .
i really should be going .	je devrais vraiment y aller .
i really should be going .	je devrais vraiment m en aller .
i really want to see you .	je veux vraiment vous voir .
i really want to see you .	je veux vraiment te voir .
i really want to see you .	j ai vraiment envie de te voir .
i really really need it .	j en ai vraiment vraiment besoin .
i see what you did there .	je vois ce que tu as fait la .
i see what you did there .	je vois ce que vous avez fait la .
i think it s time to eat .	je pense qu il est l heure de manger .
i think that he is right .	je pense qu il a raison .
i think that he is right .	je crois qu il a raison .
i think this one is good .	je pense que celui ci est bien .
i think we should go now .	je pense que nous devrions y aller maintenant .
i think we should try it .	je pense que nous devrions essayer .
i think you should do it .	je pense que vous devriez le faire .
i think you should do it .	je pense que tu devrais le faire .
i think you should leave .	je pense que vous devriez partir .
i think you should leave .	je pense que tu devrais partir .
i want my money back now .	je veux que tu me rendes mon argent maintenant .
i want my money back now .	je veux qu on me rende mon argent maintenant .
i want my money back now .	je veux que vous me rendiez mon argent maintenant .
i want you to be with me .	je veux que tu sois avec moi .
i want you to be with me .	je veux que vous soyez avec moi .
i was just going to work .	j etais juste en train de me rendre au travail .
i was just going to work .	j etais juste sur le point de travailler .
i was just going to work .	j allais juste travailler .
i d be happy to help you .	je serais ravi de vous aider .
i d be happy to help you .	je serais ravi de t aider .
i d like tom to be happy .	j aimerais que tom soit heureux .
i d like to be alone now .	j aimerais etre seul maintenant .
i d like to be alone now .	j aimerais etre seule maintenant .
i d like you to see this .	j aimerais que tu voies ca .
i d like you to see this .	j aimerais que vous voyiez ceci .
i d never do that to you .	je ne te ferais jamais ca .
i d never do that to you .	je ne vous ferais jamais cela .
i ll give you this money .	je te donnerai cet argent .
i ll give you this money .	je vous donnerai cet argent .
i ll leave this with you .	je te laisserai te debrouiller avec ca .
i ll leave this with you .	je vous laisserai vous en debrouiller .
i m not in love with you .	je ne suis pas amoureux de toi .
i m not in love with you .	je ne suis pas amoureuse de vous .
i m not ready to do that .	je ne suis pas pret a faire ca .
i m not ready to do that .	je ne suis pas prete a faire cela .
i m really happy for you .	je suis vraiment heureuse pour vous .
i m really happy for you .	je suis vraiment heureux pour vous .
i m really happy for you .	je suis vraiment heureuse pour toi .
i m really happy for you .	je suis vraiment heureux pour toi .
i m so happy you re here !	je suis si heureux que vous soyez la !
